index,unit1_rgb,unit2_pos,unit1_beam_32,unit1_beam_64
1437,../../../Scenario5/unit1/camera_data/image_BS1_5390_03_31_27.jpg,"[0.1361630508471063, 0.03571428574174949]",28,55
676,../../../Scenario5/unit1/camera_data/image_BS1_2846_03_26_02.jpg,"[0.419654768986431, 0.804112554083093]",17,33
1509,../../../Scenario5/unit1/camera_data/image_BS1_5947_03_32_39.jpg,"[0.17503745818006852, 0.08874458869165856]",26,51
656,../../../Scenario5/unit1/camera_data/image_BS1_2824_03_25_59.jpg,"[0.22130087642520777, 0.83658008646374]",25,49
20,../../../Scenario5/unit1/camera_data/image_BS1_279_03_20_33.jpg,"[0.17928613944837216, 0.9080086581010361]",26,51
1179,../../../Scenario5/unit1/camera_data/image_BS1_4650_03_29_53.jpg,"[0.7713922128050893, 0.742424242375307]",3,6
623,../../../Scenario5/unit1/camera_data/image_BS1_2617_03_25_33.jpg,"[0.1338026723598541, 0.11147186129659267]",28,54
370,../../../Scenario5/unit1/camera_data/image_BS1_1304_03_22_45.jpg,"[0.2241128055721043, 0.1071428573790456]",23,46
2133,../../../Scenario5/unit1/camera_data/image_BS1_9315_03_39_53.jpg,"[0.9161963013980268, 0.8809523808095693]",2,3
808,../../../Scenario5/unit1/camera_data/image_BS1_3402_03_27_13.jpg,"[0.05135362575139782, 0.06277056272562205]",31,60
251,../../../Scenario5/unit1/camera_data/image_BS1_1003_03_22_06.jpg,"[0.21961782393471402, 0.826839826688027]",25,48
1029,../../../Scenario5/unit1/camera_data/image_BS1_4312_03_29_09.jpg,"[0.6512592106014073, 0.05844155850048072]",2,3
1614,../../../Scenario5/unit1/camera_data/image_BS1_6479_03_33_47.jpg,"[0.5569466964899401, 0.03679653675958554]",6,11
164,../../../Scenario5/unit1/camera_data/image_BS1_623_03_21_17.jpg,"[0.4361363683040836, 0.08982683970949462]",13,26
730,../../../Scenario5/unit1/camera_data/image_BS1_3322_03_27_03.jpg,"[0.6242482707714561, 0.04653679668909564]",3,6
1887,../../../Scenario5/unit1/camera_data/image_BS1_7832_03_36_41.jpg,"[0.417232815432429, 0.1168831168471643]",12,23
1783,../../../Scenario5/unit1/camera_data/image_BS1_7027_03_34_57.jpg,"[0.31918474579363626, 0.07467532484460139]",19,36
1817,../../../Scenario5/unit1/camera_data/image_BS1_7408_03_35_46.jpg,"[0.19506988773729375, 0.8344155842742709]",26,52
199,../../../Scenario5/unit1/camera_data/image_BS1_658_03_21_22.jpg,"[0.2521089468638184, 0.1071428573790456]",23,44
209,../../../Scenario5/unit1/camera_data/image_BS1_668_03_21_23.jpg,"[0.1834937706527307, 0.11471861465769508]",26,52
289,../../../Scenario5/unit1/camera_data/image_BS1_1041_03_22_11.jpg,"[0.5445085281500335, 0.7965367964968493]",12,22
2244,../../../Scenario5/unit1/camera_data/image_BS1_9868_03_41_05.jpg,"[0.29137332977509117, 0.9415584413457222]",25,49
1546,../../../Scenario5/unit1/camera_data/image_BS1_6241_03_33_16.jpg,"[0.24463783583833507, 0.866883116808715]",24,47
749,../../../Scenario5/unit1/camera_data/image_BS1_3341_03_27_05.jpg,"[0.46756018965811896, 0.05627705615721436]",10,20
1164,../../../Scenario5/unit1/camera_data/image_BS1_4635_03_29_51.jpg,"[0.6060836189778935, 0.7554112552045281]",9,17
409,../../../Scenario5/unit1/camera_data/image_BS1_2025_03_24_17.jpg,"[0.4264485540151559, 0.06601731608672447]",12,23
1577,../../../Scenario5/unit1/camera_data/image_BS1_6273_03_33_21.jpg,"[0.5915313725052375, 0.8170995669123141]",9,17
23,../../../Scenario5/unit1/camera_data/image_BS1_282_03_20_34.jpg,"[0.19769709161102128, 0.9058441557577698]",25,52
205,../../../Scenario5/unit1/camera_data/image_BS1_664_03_21_23.jpg,"[0.21144886189508358, 0.11038961027875661]",25,49
189,../../../Scenario5/unit1/camera_data/image_BS1_648_03_21_21.jpg,"[0.3133145871453404, 0.10064935050304365]",20,39
1125,../../../Scenario5/unit1/camera_data/image_BS1_4595_03_29_46.jpg,"[0.23638677367081445, 0.8225108224628858]",24,47
341,../../../Scenario5/unit1/camera_data/image_BS1_1275_03_22_41.jpg,"[0.48991194762406737, 0.051948051932073025]",9,17
642,../../../Scenario5/unit1/camera_data/image_BS1_2810_03_25_57.jpg,"[0.08214117115803589, 0.877705627602264]",29,57
2060,../../../Scenario5/unit1/camera_data/image_BS1_8618_03_38_22.jpg,"[0.26949364750075966, 0.08008658008757877]",22,42
2077,../../../Scenario5/unit1/camera_data/image_BS1_8635_03_38_25.jpg,"[0.12688573715387785, 0.08766233767382252]",28,56
2159,../../../Scenario5/unit1/camera_data/image_BS1_9482_03_40_15.jpg,"[0.6091828985432379, 0.11147186129659267]",7,13
1699,../../../Scenario5/unit1/camera_data/image_BS1_6805_03_34_29.jpg,"[0.11865520001832978, 0.8452380950678199]",28,55
907,../../../Scenario5/unit1/camera_data/image_BS1_3882_03_28_14.jpg,"[0.5097391268615671, 0.07575757586243743]",9,17
1883,../../../Scenario5/unit1/camera_data/image_BS1_7828_03_36_40.jpg,"[0.45159171609602833, 0.11580086582932826]",10,20
1455,../../../Scenario5/unit1/camera_data/image_BS1_5891_03_32_32.jpg,"[0.6381437162647422, 0.05952380951831677]",2,3
532,../../../Scenario5/unit1/camera_data/image_BS1_2526_03_25_21.jpg,"[0.573181995438506, 0.07359307351917108]",6,10
830,../../../Scenario5/unit1/camera_data/image_BS1_3618_03_27_41.jpg,"[0.22097247594281483, 0.8030303030652569]",25,49
835,../../../Scenario5/unit1/camera_data/image_BS1_3623_03_27_41.jpg,"[0.26719484410942507, 0.7889610389106055]",24,46
976,../../../Scenario5/unit1/camera_data/image_BS1_4086_03_28_40.jpg,"[0.2119004125547279, 0.8549783548435328]",25,49
82,../../../Scenario5/unit1/camera_data/image_BS1_343_03_20_42.jpg,"[0.6206358654359657, 0.8279220777058631]",9,17
708,../../../Scenario5/unit1/camera_data/image_BS1_2878_03_26_06.jpg,"[0.6963321770942261, 0.7662337659980771]",6,11
1987,../../../Scenario5/unit1/camera_data/image_BS1_8103_03_37_15.jpg,"[0.5225467457623957, 0.8008658007219905]",12,22
52,../../../Scenario5/unit1/camera_data/image_BS1_312_03_20_38.jpg,"[0.3866710453337372, 0.8744588742411616]",19,37
772,../../../Scenario5/unit1/camera_data/image_BS1_3364_03_27_08.jpg,"[0.3045503992076739, 0.05952380951831677]",20,39
641,../../../Scenario5/unit1/camera_data/image_BS1_2809_03_25_57.jpg,"[0.07204285625882503, 0.8820346318274054]",30,58
1480,../../../Scenario5/unit1/camera_data/image_BS1_5917_03_32_35.jpg,"[0.4298557090309207, 0.07359307351917108]",12,23
720,../../../Scenario5/unit1/camera_data/image_BS1_2890_03_26_08.jpg,"[0.855729562194597, 0.7499999998077536]",2,2
1113,../../../Scenario5/unit1/camera_data/image_BS1_4583_03_29_44.jpg,"[0.13402844769696823, 0.8528138526540636]",28,55
391,../../../Scenario5/unit1/camera_data/image_BS1_2007_03_24_15.jpg,"[0.6486114816957073, 0.050865800914236974]",2,2
1598,../../../Scenario5/unit1/camera_data/image_BS1_6295_03_33_23.jpg,"[0.8472116746406011, 0.7954545454790132]",2,3
139,../../../Scenario5/unit1/camera_data/image_BS1_598_03_21_14.jpg,"[0.5356622401136446, 0.08225108212325087]",8,14
1854,../../../Scenario5/unit1/camera_data/image_BS1_7446_03_35_51.jpg,"[0.730711602804382, 0.7943722941535829]",5,8
1672,../../../Scenario5/unit1/camera_data/image_BS1_6540_03_33_55.jpg,"[0.20309517456770024, 0.03896103879525764]",25,49
562,../../../Scenario5/unit1/camera_data/image_BS1_2556_03_25_25.jpg,"[0.4492518626407487, 0.08549783563815042]",12,23
95,../../../Scenario5/unit1/camera_data/image_BS1_356_03_20_43.jpg,"[0.7493483302895613, 0.8192640691017833]",4,7
2199,../../../Scenario5/unit1/camera_data/image_BS1_9523_03_40_20.jpg,"[0.31370456270906705, 0.12770562779451047]",22,44
1826,../../../Scenario5/unit1/camera_data/image_BS1_7417_03_35_47.jpg,"[0.31819954434645736, 0.8214285714450497]",22,43
1469,../../../Scenario5/unit1/camera_data/image_BS1_5906_03_32_33.jpg,"[0.5232651218230993, 0.06709956695076338]",7,14
665,../../../Scenario5/unit1/camera_data/image_BS1_2834_03_26_00.jpg,"[0.32587590566249836, 0.8192640691017833]",21,42
1612,../../../Scenario5/unit1/camera_data/image_BS1_6477_03_33_47.jpg,"[0.572627819618999, 0.03571428574174949]",6,11
1227,../../../Scenario5/unit1/camera_data/image_BS1_4833_03_30_16.jpg,"[0.40809917694842446, 0.10064935050304365]",15,29
2027,../../../Scenario5/unit1/camera_data/image_BS1_8584_03_38_18.jpg,"[0.5690154142980925, 0.0790043289159456]",6,11
609,../../../Scenario5/unit1/camera_data/image_BS1_2603_03_25_31.jpg,"[0.23443689579384538, 0.09956709948520759]",24,47
1991,../../../Scenario5/unit1/camera_data/image_BS1_8107_03_37_16.jpg,"[0.5669834362932333, 0.7922077922717079]",10,20
1682,../../../Scenario5/unit1/camera_data/image_BS1_6550_03_33_56.jpg,"[0.13390529751971683, 0.04761904770693169]",28,55
172,../../../Scenario5/unit1/camera_data/image_BS1_631_03_21_18.jpg,"[0.4015311672568137, 0.09415584424223021]",15,29
1355,../../../Scenario5/unit1/camera_data/image_BS1_5148_03_30_56.jpg,"[0.6227909936180763, 0.7564935063761613]",9,17
1692,../../../Scenario5/unit1/camera_data/image_BS1_6561_03_33_57.jpg,"[0.051784651379069596, 0.06385281405105236]",30,60
1244,../../../Scenario5/unit1/camera_data/image_BS1_4850_03_30_18.jpg,"[0.35514459883442306, 0.10281385284631]",17,34
1512,../../../Scenario5/unit1/camera_data/image_BS1_5951_03_32_39.jpg,"[0.1383797541105507, 0.0909090908811278]",28,54
1468,../../../Scenario5/unit1/camera_data/image_BS1_5905_03_32_33.jpg,"[0.5309414831391402, 0.06601731608672447]",7,14
1283,../../../Scenario5/unit1/camera_data/image_BS1_4890_03_30_23.jpg,"[0.15594918002066097, 0.10064935050304365]",26,51
1953,../../../Scenario5/unit1/camera_data/image_BS1_8069_03_37_11.jpg,"[0.2053118778311446, 0.8614718612581433]",25,49
1038,../../../Scenario5/unit1/camera_data/image_BS1_4321_03_29_10.jpg,"[0.5680507378683024, 0.06277056272562205]",6,11
1368,../../../Scenario5/unit1/camera_data/image_BS1_5161_03_30_58.jpg,"[0.7575788674251093, 0.743506493393143]",3,6
1305,../../../Scenario5/unit1/camera_data/image_BS1_5097_03_30_50.jpg,"[0.11553539542101283, 0.8463203463932502]",28,56
1939,../../../Scenario5/unit1/camera_data/image_BS1_8055_03_37_09.jpg,"[0.09283471194069891, 0.8896103894136491]",28,55
161,../../../Scenario5/unit1/camera_data/image_BS1_620_03_21_17.jpg,"[0.449559738105753, 0.08874458869165856]",12,23
932,../../../Scenario5/unit1/camera_data/image_BS1_3908_03_28_18.jpg,"[0.29083967898755664, 0.10389610386414605]",20,39
1634,../../../Scenario5/unit1/camera_data/image_BS1_6501_03_33_50.jpg,"[0.41468771167200774, 0.04004329012068795]",14,27
1256,../../../Scenario5/unit1/camera_data/image_BS1_4862_03_30_20.jpg,"[0.3145871390109671, 0.10281385284631]",20,39
1229,../../../Scenario5/unit1/camera_data/image_BS1_4835_03_30_16.jpg,"[0.40130539191969955, 0.10064935050304365]",15,29
1618,../../../Scenario5/unit1/camera_data/image_BS1_6484_03_33_48.jpg,"[0.5196116664236639, 0.03787878777742159]",8,14
1294,../../../Scenario5/unit1/camera_data/image_BS1_4901_03_30_25.jpg,"[0.06399704439644599, 0.09740259744953549]",30,58
1650,../../../Scenario5/unit1/camera_data/image_BS1_6518_03_33_52.jpg,"[0.3276821083302435, 0.03896103879525764]",19,38
421,../../../Scenario5/unit1/camera_data/image_BS1_2037_03_24_19.jpg,"[0.2888487510466425, 0.07792207789810954]",20,39
1755,../../../Scenario5/unit1/camera_data/image_BS1_6862_03_34_36.jpg,"[0.8463906734200348, 0.7164502164092704]",2,2
287,../../../Scenario5/unit1/camera_data/image_BS1_1039_03_22_11.jpg,"[0.5268775271440056, 0.7965367964968493]",12,23
1194,../../../Scenario5/unit1/camera_data/image_BS1_4799_03_30_12.jpg,"[0.5835881857881373, 0.08549783563815042]",4,7
2230,../../../Scenario5/unit1/camera_data/image_BS1_9853_03_41_03.jpg,"[0.18763982677575552, 0.9826839826380432]",28,55
17,../../../Scenario5/unit1/camera_data/image_BS1_276_03_20_33.jpg,"[0.1599720859664344, 0.9123376620185832]",27,54
1575,../../../Scenario5/unit1/camera_data/image_BS1_6271_03_33_20.jpg,"[0.5699390406639377, 0.8203463201196194]",11,21
1996,../../../Scenario5/unit1/camera_data/image_BS1_8112_03_37_16.jpg,"[0.6236735699199764, 0.7824675323421978]",8,14
1094,../../../Scenario5/unit1/camera_data/image_BS1_4378_03_29_18.jpg,"[0.05929681246849802, 0.12229437224393883]",30,59
131,../../../Scenario5/unit1/camera_data/image_BS1_590_03_21_13.jpg,"[0.5692206646032342, 0.08008658008757877]",6,11
1337,../../../Scenario5/unit1/camera_data/image_BS1_5129_03_30_54.jpg,"[0.44836928633884865, 0.7813852813243617]",16,31
488,../../../Scenario5/unit1/camera_data/image_BS1_2293_03_24_51.jpg,"[0.5639046817598615, 0.7759740257737902]",11,21
1375,../../../Scenario5/unit1/camera_data/image_BS1_5168_03_30_59.jpg,"[0.8276718458215492, 0.7413419913574709]",2,4
136,../../../Scenario5/unit1/camera_data/image_BS1_595_03_21_14.jpg,"[0.5478335830524921, 0.08225108212325087]",7,13
2001,../../../Scenario5/unit1/camera_data/image_BS1_8117_03_37_17.jpg,"[0.6882042651039569, 0.773809523738118]",6,11
530,../../../Scenario5/unit1/camera_data/image_BS1_2524_03_25_21.jpg,"[0.582254058826593, 0.07251082250133503]",5,8
2087,../../../Scenario5/unit1/camera_data/image_BS1_9265_03_39_47.jpg,"[0.21801687157211044, 0.9307359307059703]",28,55
212,../../../Scenario5/unit1/camera_data/image_BS1_671_03_21_23.jpg,"[0.16251718971227172, 0.1168831168471643]",28,54
1503,../../../Scenario5/unit1/camera_data/image_BS1_5941_03_32_38.jpg,"[0.22924406314230797, 0.08441558446651723]",24,47
1936,../../../Scenario5/unit1/camera_data/image_BS1_8052_03_37_09.jpg,"[0.06939512736770888, 0.8961038959820569]",30,58
275,../../../Scenario5/unit1/camera_data/image_BS1_1027_03_22_10.jpg,"[0.4242729008010727, 0.804112554083093]",17,34
89,../../../Scenario5/unit1/camera_data/image_BS1_350_03_20_42.jpg,"[0.6843250343819913, 0.8235930734807217]",6,11
751,../../../Scenario5/unit1/camera_data/image_BS1_3343_03_27_06.jpg,"[0.4514069908228593, 0.05844155850048072]",11,21
1768,../../../Scenario5/unit1/camera_data/image_BS1_7012_03_34_55.jpg,"[0.5269801522892844, 0.06277056272562205]",7,14
299,../../../Scenario5/unit1/camera_data/image_BS1_1051_03_22_13.jpg,"[0.6353523121498182, 0.7932900431357468]",8,15
2264,../../../Scenario5/unit1/camera_data/image_BS1_9889_03_41_08.jpg,"[0.4782947804901432, 0.8744588742411616]",17,34
1508,../../../Scenario5/unit1/camera_data/image_BS1_5946_03_32_39.jpg,"[0.18413004660012797, 0.08874458869165856]",25,49
1973,../../../Scenario5/unit1/camera_data/image_BS1_8089_03_37_14.jpg,"[0.3760596046935483, 0.8290043287236992]",19,37
603,../../../Scenario5/unit1/camera_data/image_BS1_2597_03_25_30.jpg,"[0.275055930713219, 0.09523809526006626]",22,42
1769,../../../Scenario5/unit1/camera_data/image_BS1_7013_03_34_55.jpg,"[0.513741507775368, 0.06277056272562205]",7,14
988,../../../Scenario5/unit1/camera_data/image_BS1_4100_03_28_42.jpg,"[0.38882617351584786, 0.8290043287236992]",19,38
1214,../../../Scenario5/unit1/camera_data/image_BS1_4819_03_30_14.jpg,"[0.4572155743898214, 0.09848484846737154]",12,22
1762,../../../Scenario5/unit1/camera_data/image_BS1_7006_03_34_55.jpg,"[0.6083003222413379, 0.06060606053615282]",4,7
1198,../../../Scenario5/unit1/camera_data/image_BS1_4803_03_30_12.jpg,"[0.5487777344503098, 0.08874458869165856]",6,11
1144,../../../Scenario5/unit1/camera_data/image_BS1_4615_03_29_48.jpg,"[0.41926479342270434, 0.7835497836676281]",17,33
104,../../../Scenario5/unit1/camera_data/image_BS1_365_03_20_44.jpg,"[0.8452207466996869, 0.8181818179301501]",2,4
1902,../../../Scenario5/unit1/camera_data/image_BS1_7847_03_36_43.jpg,"[0.2716693007148428, 0.12445887443340806]",20,39
217,../../../Scenario5/unit1/camera_data/image_BS1_676_03_21_24.jpg,"[0.12696783728176803, 0.12229437224393883]",28,55
46,../../../Scenario5/unit1/camera_data/image_BS1_306_03_20_37.jpg,"[0.3500543913281645, 0.8820346318274054]",20,39
1913,../../../Scenario5/unit1/camera_data/image_BS1_7860_03_36_44.jpg,"[0.1447425134970199, 0.13419913420912102]",26,51
1596,../../../Scenario5/unit1/camera_data/image_BS1_6293_03_33_23.jpg,"[0.8244699410963421, 0.7965367964968493]",2,4
927,../../../Scenario5/unit1/camera_data/image_BS1_3903_03_28_17.jpg,"[0.3372672974738924, 0.09740259744953549]",18,34
1110,../../../Scenario5/unit1/camera_data/image_BS1_4580_03_29_44.jpg,"[0.10859793518306403, 0.8614718612581433]",28,55
2146,../../../Scenario5/unit1/camera_data/image_BS1_9469_03_40_13.jpg,"[0.7022844358704122, 0.10497835503577924]",4,6
2038,../../../Scenario5/unit1/camera_data/image_BS1_8595_03_38_19.jpg,"[0.4672317891611421, 0.07575757586243743]",10,20
1919,../../../Scenario5/unit1/camera_data/image_BS1_7866_03_36_45.jpg,"[0.09443566428871857, 0.13636363624479314]",28,55
529,../../../Scenario5/unit1/camera_data/image_BS1_2523_03_25_21.jpg,"[0.586851665609262, 0.07251082250133503]",6,11
45,../../../Scenario5/unit1/camera_data/image_BS1_305_03_20_37.jpg,"[0.3438968822468369, 0.8841991341706718]",20,39
2013,../../../Scenario5/unit1/camera_data/image_BS1_8129_03_37_19.jpg,"[0.8357997577972345, 0.7662337659980771]",2,3
482,../../../Scenario5/unit1/camera_data/image_BS1_2287_03_24_51.jpg,"[0.4916155251319498, 0.7824675323421978]",14,27
527,../../../Scenario5/unit1/camera_data/image_BS1_2521_03_25_21.jpg,"[0.5961700293518517, 0.07251082250133503]",4,7
449,../../../Scenario5/unit1/camera_data/image_BS1_2253_03_24_46.jpg,"[0.0924857864263334, 0.8614718612581433]",29,57
1124,../../../Scenario5/unit1/camera_data/image_BS1_4594_03_29_45.jpg,"[0.227848361084846, 0.8246753246523549]",25,49
572,../../../Scenario5/unit1/camera_data/image_BS1_2566_03_25_26.jpg,"[0.41154738202813435, 0.08874458869165856]",14,27
111,../../../Scenario5/unit1/camera_data/image_BS1_570_03_21_11.jpg,"[0.6769565485163708, 0.0790043289159456]",2,4
1464,../../../Scenario5/unit1/camera_data/image_BS1_5901_03_32_33.jpg,"[0.5613595779994403, 0.06385281405105236]",6,11
2282,../../../Scenario5/unit1/camera_data/image_BS1_9907_03_41_10.jpg,"[0.6994930317554882, 0.835497835445904]",9,17
1160,../../../Scenario5/unit1/camera_data/image_BS1_4631_03_29_50.jpg,"[0.5662650602471136, 0.7608225107550998]",11,20
1646,../../../Scenario5/unit1/camera_data/image_BS1_6514_03_33_52.jpg,"[0.3472629872132405, 0.03896103879525764]",18,34
600,../../../Scenario5/unit1/camera_data/image_BS1_2594_03_25_30.jpg,"[0.2928511319604434, 0.0930735929167999]",20,40
1311,../../../Scenario5/unit1/camera_data/image_BS1_5103_03_30_51.jpg,"[0.17895773896597922, 0.8311688309131684]",26,51
309,../../../Scenario5/unit1/camera_data/image_BS1_1061_03_22_14.jpg,"[0.7328872560038813, 0.7943722941535829]",4,7
834,../../../Scenario5/unit1/camera_data/image_BS1_3622_03_27_41.jpg,"[0.2578764803668354, 0.7922077922717079]",24,47
942,../../../Scenario5/unit1/camera_data/image_BS1_3918_03_28_19.jpg,"[0.19712239075954166, 0.11038961027875661]",24,47
63,../../../Scenario5/unit1/camera_data/image_BS1_323_03_20_39.jpg,"[0.45487572094912565, 0.8571428571867992]",15,29
1837,../../../Scenario5/unit1/camera_data/image_BS1_7428_03_35_49.jpg,"[0.4648303606245287, 0.8106060606515006]",15,29
987,../../../Scenario5/unit1/camera_data/image_BS1_4099_03_28_42.jpg,"[0.37472547771742004, 0.8311688309131684]",20,39
1040,../../../Scenario5/unit1/camera_data/image_BS1_4323_03_29_11.jpg,"[0.5500913363798815, 0.06493506506888841]",6,11
333,../../../Scenario5/unit1/camera_data/image_BS1_1267_03_22_40.jpg,"[0.5590402495907171, 0.04545454567125959]",6,11
1984,../../../Scenario5/unit1/camera_data/image_BS1_8100_03_37_15.jpg,"[0.48991194762406737, 0.8073593072903983]",14,26
1652,../../../Scenario5/unit1/camera_data/image_BS1_6520_03_33_52.jpg,"[0.31774799368681306, 0.03787878777742159]",20,39
2,../../../Scenario5/unit1/camera_data/image_BS1_260_03_20_31.jpg,"[0.034605201047269926, 0.9469696968962938]",31,60
1095,../../../Scenario5/unit1/camera_data/image_BS1_4379_03_29_18.jpg,"[0.05079944993189074, 0.12229437224393883]",30,59
2066,../../../Scenario5/unit1/camera_data/image_BS1_8624_03_38_23.jpg,"[0.22072617557372815, 0.08225108212325087]",23,45
143,../../../Scenario5/unit1/camera_data/image_BS1_602_03_21_15.jpg,"[0.5201042671472533, 0.08333333344868118]",9,17
630,../../../Scenario5/unit1/camera_data/image_BS1_2624_03_25_34.jpg,"[0.08528150078732538, 0.11904761919043066]",30,59
400,../../../Scenario5/unit1/camera_data/image_BS1_2016_03_24_16.jpg,"[0.5365242913689883, 0.05627705615721436]",6,11
1985,../../../Scenario5/unit1/camera_data/image_BS1_8101_03_37_15.jpg,"[0.5007696886333429, 0.805194805100929]",13,26
1299,../../../Scenario5/unit1/camera_data/image_BS1_5091_03_30_49.jpg,"[0.051517825992594295, 0.865800865790879]",5,56
2076,../../../Scenario5/unit1/camera_data/image_BS1_8634_03_38_24.jpg,"[0.13575255023682317, 0.08549783563815042]",28,55
1478,../../../Scenario5/unit1/camera_data/image_BS1_5915_03_32_35.jpg,"[0.44565998235181487, 0.07251082250133503]",11,22
1665,../../../Scenario5/unit1/camera_data/image_BS1_6533_03_33_54.jpg,"[0.2464850885700253, 0.03571428574174949]",23,45
824,../../../Scenario5/unit1/camera_data/image_BS1_3610_03_27_40.jpg,"[0.14829334373659253, 0.8290043287236992]",27,54
1358,../../../Scenario5/unit1/camera_data/image_BS1_5151_03_30_57.jpg,"[0.6525317624816179, 0.753246753168856]",7,13
461,../../../Scenario5/unit1/camera_data/image_BS1_2265_03_24_48.jpg,"[0.23419059543934262, 0.8225108224628858]",25,49
1933,../../../Scenario5/unit1/camera_data/image_BS1_8049_03_37_08.jpg,"[0.046140268067887874, 0.9047619045861366]",30,60
160,../../../Scenario5/unit1/camera_data/image_BS1_619_03_21_17.jpg,"[0.4540547197285594, 0.08874458869165856]",12,22
740,../../../Scenario5/unit1/camera_data/image_BS1_3332_03_27_04.jpg,"[0.54290757578743, 0.051948051932073025]",7,13
2105,../../../Scenario5/unit1/camera_data/image_BS1_9285_03_39_50.jpg,"[0.4844728146034433, 0.898268398171526]",17,34
1329,../../../Scenario5/unit1/camera_data/image_BS1_5121_03_30_53.jpg,"[0.3726113995992545, 0.7943722941535829]",20,38
1898,../../../Scenario5/unit1/camera_data/image_BS1_7843_03_36_42.jpg,"[0.3122678106022439, 0.12121212122610277]",19,37
1223,../../../Scenario5/unit1/camera_data/image_BS1_4828_03_30_15.jpg,"[0.4252581022628355, 0.09956709948520759]",14,26
84,../../../Scenario5/unit1/camera_data/image_BS1_345_03_20_42.jpg,"[0.6384721167471352, 0.826839826688027]",2,14
2160,../../../Scenario5/unit1/camera_data/image_BS1_9483_03_40_15.jpg,"[0.6008292112158546, 0.11255411262202297]",7,14
428,../../../Scenario5/unit1/camera_data/image_BS1_2044_03_24_20.jpg,"[0.20736438086797643, 0.08766233767382252]",24,48
290,../../../Scenario5/unit1/camera_data/image_BS1_1042_03_22_11.jpg,"[0.55341639128234, 0.7954545454790132]",11,20
2065,../../../Scenario5/unit1/camera_data/image_BS1_8623_03_38_23.jpg,"[0.228730937386746, 0.08116883110541483]",22,44
240,../../../Scenario5/unit1/camera_data/image_BS1_991_03_22_05.jpg,"[0.11844994971318822, 0.8409090908426785]",28,55
770,../../../Scenario5/unit1/camera_data/image_BS1_3362_03_27_08.jpg,"[0.31709119270744324, 0.05952380951831677]",20,38
402,../../../Scenario5/unit1/camera_data/image_BS1_2018_03_24_16.jpg,"[0.5100059522626263, 0.05844155850048072]",8,14
155,../../../Scenario5/unit1/camera_data/image_BS1_614_03_21_16.jpg,"[0.4747850003145156, 0.08766233767382252]",11,21
2024,../../../Scenario5/unit1/camera_data/image_BS1_8581_03_38_17.jpg,"[0.6006855360066307, 0.08008658008757877]",3,6
1892,../../../Scenario5/unit1/camera_data/image_BS1_7837_03_36_41.jpg,"[0.37137989778298897, 0.1168831168471643]",15,29
296,../../../Scenario5/unit1/camera_data/image_BS1_1048_03_22_12.jpg,"[0.6075819461806344, 0.7932900431357468]",9,17
2266,../../../Scenario5/unit1/camera_data/image_BS1_9891_03_41_08.jpg,"[0.49871718561109507, 0.8679653678265511]",17,33
280,../../../Scenario5/unit1/camera_data/image_BS1_1032_03_22_10.jpg,"[0.4666160382603013, 0.8008658007219905]",15,29
582,../../../Scenario5/unit1/camera_data/image_BS1_2576_03_25_27.jpg,"[0.3757927792924891, 0.08874458869165856]",17,33
2158,../../../Scenario5/unit1/camera_data/image_BS1_9481_03_40_15.jpg,"[0.6173723856294249, 0.11147186129659267]",7,13
1129,../../../Scenario5/unit1/camera_data/image_BS1_4600_03_29_46.jpg,"[0.28525687075770867, 0.8095238093260704]",23,44
1656,../../../Scenario5/unit1/camera_data/image_BS1_6524_03_33_53.jpg,"[0.29699718806888425, 0.03787878777742159]",20,39
1213,../../../Scenario5/unit1/camera_data/image_BS1_4818_03_30_14.jpg,"[0.4612179553036223, 0.09740259744953549]",12,22
719,../../../Scenario5/unit1/camera_data/image_BS1_2889_03_26_07.jpg,"[0.8415057162189178, 0.7499999998077536]",2,2
1849,../../../Scenario5/unit1/camera_data/image_BS1_7441_03_35_50.jpg,"[0.6530448882371799, 0.7987012985325214]",7,14
596,../../../Scenario5/unit1/camera_data/image_BS1_2590_03_25_29.jpg,"[0.3151618398624467, 0.0909090908811278]",20,39
970,../../../Scenario5/unit1/camera_data/image_BS1_4080_03_28_39.jpg,"[0.1390776051392817, 0.8722943720516924]",28,55
699,../../../Scenario5/unit1/camera_data/image_BS1_2869_03_26_05.jpg,"[0.5869132406905958, 0.7824675323421978]",9,17
977,../../../Scenario5/unit1/camera_data/image_BS1_4087_03_28_40.jpg,"[0.22491328174611414, 0.8538961039794939]",25,49
951,../../../Scenario5/unit1/camera_data/image_BS1_3927_03_28_20.jpg,"[0.10426715380145411, 0.11363636363985903]",28,55
427,../../../Scenario5/unit1/camera_data/image_BS1_2043_03_24_19.jpg,"[0.21916627327506968, 0.08549783563815042]",24,47
176,../../../Scenario5/unit1/camera_data/image_BS1_635_03_21_19.jpg,"[0.3827507645624105, 0.09523809526006626]",16,32
80,../../../Scenario5/unit1/camera_data/image_BS1_341_03_20_41.jpg,"[0.600439235652128, 0.8311688309131684]",9,17
594,../../../Scenario5/unit1/camera_data/image_BS1_2588_03_25_29.jpg,"[0.32552698014813286, 0.08982683970949462]",19,38
1411,../../../Scenario5/unit1/camera_data/image_BS1_5364_03_31_24.jpg,"[0.3754849038420687, 0.004329004378938461]",15,29
2201,../../../Scenario5/unit1/camera_data/image_BS1_9525_03_40_21.jpg,"[0.29824921491712236, 0.12770562779451047]",23,45
